created_index,created_time,zone_type,low,high,touches,score,label
78063,2024-02-21 14:00:00,support,1.077725,1.087553,179,24,weak
78067,2024-02-21 15:00:00,resistance,1.082357,1.091058,206,24,weak
78072,2024-02-21 16:15:00,support,1.077725,1.087553,180,24,weak
78073,2024-02-21 16:30:00,resistance,1.082,1.091058,207,24,weak
78090,2024-02-21 20:45:00,resistance,1.082,1.091058,208,24,weak
78096,2024-02-21 22:15:00,support,1.081848,1.093627,506,24,weak
78102,2024-02-21 23:45:00,support,1.081848,1.093627,507,24,weak
78120,2024-02-22 04:15:00,resistance,1.086144,1.095583,398,24,weak
78125,2024-02-22 05:30:00,support,1.081848,1.093627,508,24,weak
78129,2024-02-22 06:30:00,resistance,1.085719,1.095583,399,24,weak
78131,2024-02-22 07:00:00,support,1.081848,1.093627,509,24,weak
78135,2024-02-22 08:00:00,resistance,1.085719,1.095583,400,24,weak
78145,2024-02-22 10:30:00,support,1.077725,1.087553,181,24,weak
78154,2024-02-22 12:45:00,support,1.077725,1.087553,182,24,weak
78162,2024-02-22 14:45:00,resistance,1.082,1.091058,209,24,weak
78169,2024-02-22 16:30:00,support,1.081789,1.093627,510,24,weak
78178,2024-02-22 18:45:00,support,1.081789,1.093627,511,24,weak
78183,2024-02-22 20:00:00,resistance,1.082,1.091058,210,24,weak
78184,2024-02-22 20:15:00,resistance,1.082,1.091058,211,24,weak
78185,2024-02-22 20:30:00,support,1.077725,1.087553,183,24,weak
78190,2024-02-22 21:45:00,resistance,1.082,1.091058,212,24,weak
78195,2024-02-22 23:00:00,support,1.081789,1.093627,512,24,weak
78200,2024-02-23 00:15:00,resistance,1.082,1.091058,213,24,weak
78206,2024-02-23 01:45:00,support,1.081789,1.093627,513,24,weak
78215,2024-02-23 04:00:00,resistance,1.082,1.091058,214,24,weak
78222,2024-02-23 05:45:00,support,1.077725,1.087553,184,24,weak
78233,2024-02-23 08:30:00,resistance,1.082,1.091058,215,24,weak
78241,2024-02-23 10:30:00,resistance,1.082,1.091058,216,24,weak
78246,2024-02-23 11:45:00,support,1.077725,1.087553,185,24,weak
78250,2024-02-23 12:45:00,resistance,1.082,1.091058,217,24,weak
78251,2024-02-23 13:00:00,resistance,1.082,1.091058,218,24,weak
78254,2024-02-23 13:45:00,support,1.081789,1.093627,514,24,weak
78257,2024-02-23 14:30:00,resistance,1.082,1.091058,219,24,weak
78265,2024-02-23 16:30:00,support,1.081719,1.093627,515,24,weak
78271,2024-02-25 18:00:00,resistance,1.082,1.091058,220,24,weak
78272,2024-02-25 18:15:00,support,1.081719,1.093627,516,24,weak
78284,2024-02-25 21:15:00,support,1.077725,1.087553,186,24,weak
78285,2024-02-25 21:30:00,resistance,1.081916,1.091058,221,24,weak
78297,2024-02-26 00:30:00,resistance,1.081916,1.091058,222,24,weak
78300,2024-02-26 01:15:00,support,1.081719,1.093627,517,24,weak
78309,2024-02-26 03:30:00,resistance,1.081916,1.091058,223,24,weak
78312,2024-02-26 04:15:00,support,1.081719,1.093627,518,24,weak
78330,2024-02-26 08:45:00,resistance,1.085719,1.095583,401,24,weak
78339,2024-02-26 11:00:00,support,1.081719,1.093627,519,24,weak
78346,2024-02-26 12:45:00,resistance,1.085459,1.095583,402,24,weak
78353,2024-02-26 14:30:00,support,1.081719,1.093627,520,24,weak
78360,2024-02-26 16:15:00,resistance,1.081916,1.091058,224,24,weak
78361,2024-02-26 16:30:00,resistance,1.081916,1.091058,225,24,weak
78362,2024-02-26 16:45:00,resistance,1.081916,1.091058,226,24,weak
78368,2024-02-26 18:15:00,support,1.081719,1.093627,521,24,weak
78373,2024-02-26 19:30:00,resistance,1.081916,1.091058,227,24,weak
78380,2024-02-26 21:15:00,support,1.081719,1.093627,522,24,weak
78383,2024-02-26 22:00:00,resistance,1.085314,1.095583,403,24,weak
78393,2024-02-27 00:30:00,resistance,1.085314,1.095583,404,24,weak
78401,2024-02-27 02:30:00,support,1.081719,1.093627,523,24,weak
78404,2024-02-27 03:15:00,resistance,1.085314,1.095583,405,24,weak
78410,2024-02-27 04:45:00,resistance,1.085314,1.095583,406,24,weak
78415,2024-02-27 06:00:00,support,1.081719,1.093627,524,24,weak
78426,2024-02-27 08:45:00,resistance,1.085314,1.095583,407,24,weak
78437,2024-02-27 11:30:00,support,1.081719,1.093627,525,24,weak
78442,2024-02-27 12:45:00,resistance,1.085314,1.095583,408,24,weak
78448,2024-02-27 14:15:00,resistance,1.085314,1.095583,409,24,weak
78454,2024-02-27 15:45:00,support,1.081719,1.093627,526,24,weak
78458,2024-02-27 16:45:00,resistance,1.081916,1.091058,228,24,weak
78461,2024-02-27 17:30:00,support,1.081719,1.093627,527,24,weak
78464,2024-02-27 18:15:00,resistance,1.081916,1.091058,229,24,weak
78474,2024-02-27 20:45:00,resistance,1.081916,1.091058,230,24,weak
78509,2024-02-28 05:30:00,support,1.077725,1.087553,187,24,weak
78519,2024-02-28 08:00:00,resistance,1.081916,1.091058,231,24,weak
78523,2024-02-28 09:00:00,support,1.077725,1.087553,188,24,weak
78539,2024-02-28 13:00:00,resistance,1.081916,1.091058,232,24,weak
78545,2024-02-28 14:30:00,resistance,1.081916,1.091058,233,24,weak
78550,2024-02-28 15:45:00,support,1.081719,1.093627,528,24,weak
78553,2024-02-28 16:30:00,resistance,1.081916,1.091058,234,24,weak
78559,2024-02-28 18:00:00,support,1.081719,1.093627,529,24,weak
78561,2024-02-28 18:30:00,resistance,1.081916,1.091058,235,24,weak
78569,2024-02-28 20:30:00,support,1.081719,1.093627,530,24,weak
78573,2024-02-28 21:30:00,resistance,1.081916,1.091058,236,24,weak
78574,2024-02-28 21:45:00,support,1.081719,1.093627,531,24,weak
78582,2024-02-28 23:45:00,resistance,1.081916,1.091058,237,24,weak
78589,2024-02-29 01:30:00,support,1.081719,1.093627,532,24,weak
78593,2024-02-29 02:30:00,resistance,1.081916,1.091058,238,24,weak
78598,2024-02-29 03:45:00,support,1.081719,1.093627,533,24,weak
78608,2024-02-29 06:15:00,resistance,1.085301,1.095583,410,24,weak
78619,2024-02-29 09:00:00,support,1.081719,1.093627,534,24,weak
78627,2024-02-29 11:00:00,resistance,1.085301,1.095583,411,24,weak
78637,2024-02-29 13:30:00,support,1.077725,1.087553,189,24,weak
78644,2024-02-29 15:15:00,resistance,1.077069,1.085146,208,24,weak
78646,2024-02-29 15:45:00,support,1.077725,1.087553,190,24,weak
78649,2024-02-29 16:30:00,resistance,1.077069,1.085146,209,24,weak
78655,2024-02-29 18:00:00,support,1.077725,1.087553,191,24,weak
78661,2024-02-29 19:30:00,support,1.077725,1.087553,192,24,weak
78662,2024-02-29 19:45:00,support,1.077725,1.087553,193,24,weak
78671,2024-02-29 22:00:00,resistance,1.081916,1.091058,239,24,weak
78684,2024-03-01 01:15:00,support,1.077725,1.087553,194,24,weak
78690,2024-03-01 02:45:00,support,1.077725,1.087553,195,24,weak
78696,2024-03-01 04:15:00,resistance,1.08191,1.091058,240,24,weak
78703,2024-03-01 06:00:00,resistance,1.08191,1.091058,241,24,weak
78705,2024-03-01 06:30:00,support,1.077725,1.087553,196,24,weak
78712,2024-03-01 08:15:00,resistance,1.08191,1.091058,242,24,weak
78716,2024-03-01 09:15:00,support,1.077725,1.087553,197,24,weak
78722,2024-03-01 10:45:00,support,1.077725,1.087553,198,24,weak
78725,2024-03-01 11:30:00,resistance,1.08191,1.091058,243,24,weak
78729,2024-03-01 12:30:00,support,1.081719,1.093627,535,24,weak
78741,2024-03-01 15:30:00,resistance,1.08191,1.091058,244,24,weak
78748,2024-03-03 17:15:00,support,1.081719,1.093627,536,24,weak
78761,2024-03-03 20:30:00,resistance,1.08191,1.091058,245,24,weak
78766,2024-03-03 21:45:00,support,1.081719,1.093627,537,24,weak
78769,2024-03-03 22:30:00,resistance,1.08191,1.091058,246,24,weak
78780,2024-03-04 01:15:00,resistance,1.08191,1.091058,247,24,weak
78782,2024-03-04 01:45:00,support,1.081719,1.093627,538,24,weak
78791,2024-03-04 04:00:00,resistance,1.085301,1.095583,412,24,weak
78793,2024-03-04 04:30:00,support,1.081719,1.093627,539,24,weak
78807,2024-03-04 08:00:00,resistance,1.085301,1.095583,413,24,weak
78812,2024-03-04 09:15:00,support,1.081719,1.093627,540,24,weak
78824,2024-03-04 12:15:00,resistance,1.085301,1.095583,414,24,weak
78827,2024-03-04 13:00:00,support,1.081719,1.093627,541,24,weak
78836,2024-03-04 15:15:00,support,1.081719,1.093627,542,24,weak
78841,2024-03-04 16:30:00,resistance,1.085301,1.095583,415,24,weak
78848,2024-03-04 18:15:00,support,1.081719,1.093627,543,24,weak
78853,2024-03-04 19:30:00,resistance,1.085301,1.095583,416,24,weak
78862,2024-03-04 21:45:00,support,1.081719,1.093627,544,24,weak
78869,2024-03-04 23:30:00,resistance,1.085301,1.095583,417,24,weak
78877,2024-03-05 01:30:00,resistance,1.085301,1.095583,418,24,weak
78886,2024-03-05 03:45:00,support,1.081719,1.093627,545,24,weak
78893,2024-03-05 05:30:00,resistance,1.085301,1.095583,419,24,weak
78901,2024-03-05 07:30:00,resistance,1.085301,1.095583,420,24,weak
78909,2024-03-05 09:30:00,support,1.081719,1.093627,546,24,weak
78914,2024-03-05 10:45:00,support,1.081719,1.093627,547,24,weak
78915,2024-03-05 11:00:00,resistance,1.085301,1.095583,421,24,weak
78936,2024-03-05 16:15:00,support,1.081719,1.093627,548,24,weak
78939,2024-03-05 17:00:00,resistance,1.085301,1.095583,422,24,weak
78943,2024-03-05 18:00:00,support,1.081719,1.093627,549,24,weak
78947,2024-03-05 19:00:00,resistance,1.085301,1.095583,423,24,weak
78958,2024-03-05 21:45:00,support,1.081719,1.093627,550,24,weak
78962,2024-03-05 22:45:00,resistance,1.085282,1.095583,424,24,weak
78967,2024-03-06 00:00:00,support,1.081719,1.093627,551,24,weak
78992,2024-03-06 06:15:00,resistance,1.085282,1.095583,425,24,weak
78999,2024-03-06 08:00:00,resistance,1.085282,1.095583,426,24,weak
79002,2024-03-06 08:45:00,support,1.081719,1.093627,552,24,weak
79011,2024-03-06 11:00:00,support,1.081719,1.093627,553,24,weak
79019,2024-03-06 13:00:00,resistance,1.085282,1.095583,427,24,weak
79022,2024-03-06 13:45:00,support,1.081719,1.093627,554,24,weak
79031,2024-03-06 16:00:00,support,1.081719,1.093627,555,24,weak
79035,2024-03-06 17:00:00,resistance,1.085282,1.095583,428,24,weak
79040,2024-03-06 18:15:00,resistance,1.085282,1.095583,429,24,weak
79047,2024-03-06 20:00:00,resistance,1.085282,1.095583,430,24,weak
79057,2024-03-06 22:30:00,support,1.081719,1.093627,556,24,weak
79068,2024-03-07 01:15:00,resistance,1.085282,1.095583,431,24,weak
79075,2024-03-07 03:00:00,resistance,1.085282,1.095583,432,24,weak
79079,2024-03-07 04:00:00,support,1.081719,1.093627,557,24,weak
79086,2024-03-07 05:45:00,resistance,1.085282,1.095583,433,24,weak
79089,2024-03-07 06:30:00,support,1.081719,1.093627,558,24,weak
79097,2024-03-07 08:30:00,resistance,1.085282,1.095583,434,24,weak
79098,2024-03-07 08:45:00,resistance,1.085282,1.095583,435,24,weak
79102,2024-03-07 09:45:00,support,1.081719,1.093627,559,24,weak
79114,2024-03-07 12:45:00,resistance,1.093055,1.102698,254,24,weak
79117,2024-03-07 13:30:00,support,1.092174,1.101546,186,24,weak
79129,2024-03-07 16:30:00,resistance,1.093055,1.102698,255,24,weak
79134,2024-03-07 17:45:00,resistance,1.093055,1.102698,256,24,weak
79135,2024-03-07 18:00:00,support,1.092174,1.101546,187,24,weak
79145,2024-03-07 20:30:00,resistance,1.093055,1.102698,257,24,weak
79153,2024-03-07 22:30:00,resistance,1.093055,1.102698,258,24,weak
79155,2024-03-07 23:00:00,support,1.092174,1.101546,188,24,weak
79160,2024-03-08 00:15:00,resistance,1.093055,1.102698,259,24,weak
79162,2024-03-08 00:45:00,support,1.092174,1.101546,189,24,weak
79171,2024-03-08 03:00:00,resistance,1.093055,1.102698,260,24,weak
79178,2024-03-08 04:45:00,resistance,1.093055,1.102698,261,24,weak
79181,2024-03-08 05:30:00,support,1.092174,1.101546,190,24,weak
79188,2024-03-08 07:15:00,resistance,1.093055,1.102698,262,24,weak
79192,2024-03-08 08:15:00,support,1.092174,1.101546,191,24,weak
79197,2024-03-08 09:30:00,resistance,1.097545,1.105821,167,24,weak
79197,2024-03-08 09:30:00,support,1.091697,1.101546,192,24,weak
79204,2024-03-08 11:15:00,support,1.091697,1.101546,193,24,weak
79207,2024-03-08 12:00:00,resistance,1.093055,1.102698,263,24,weak
79217,2024-03-08 14:30:00,support,1.091697,1.101546,194,24,weak
79223,2024-03-08 16:00:00,resistance,1.093055,1.102698,264,24,weak
79225,2024-03-08 16:30:00,support,1.091697,1.101546,195,24,weak
79231,2024-03-10 18:00:00,resistance,1.093055,1.102698,265,24,weak
79236,2024-03-10 19:15:00,support,1.091697,1.101546,196,24,weak
79246,2024-03-10 21:45:00,resistance,1.093055,1.102698,266,24,weak
79251,2024-03-10 23:00:00,support,1.091697,1.101546,197,24,weak
79258,2024-03-11 00:45:00,resistance,1.093055,1.102698,267,24,weak
79262,2024-03-11 01:45:00,support,1.091697,1.101546,198,24,weak
79265,2024-03-11 02:30:00,resistance,1.093055,1.102698,268,24,weak
79269,2024-03-11 03:30:00,support,1.091697,1.101546,199,24,weak
79274,2024-03-11 04:45:00,support,1.091697,1.101546,200,24,weak
79276,2024-03-11 05:15:00,resistance,1.093055,1.102698,269,24,weak
79283,2024-03-11 07:00:00,support,1.091697,1.101546,201,24,weak
79286,2024-03-11 07:45:00,resistance,1.093055,1.102698,270,24,weak
79299,2024-03-11 11:00:00,support,1.091491,1.101546,202,24,weak
79306,2024-03-11 12:45:00,support,1.091363,1.101546,203,24,weak
79311,2024-03-11 14:00:00,resistance,1.092959,1.102698,271,24,weak
79312,2024-03-11 14:15:00,resistance,1.092959,1.102698,272,24,weak
79317,2024-03-11 15:30:00,support,1.091363,1.101546,204,24,weak
79327,2024-03-11 18:00:00,resistance,1.092928,1.102698,273,24,weak
79327,2024-03-11 18:00:00,support,1.091363,1.101546,205,24,weak
79340,2024-03-11 21:15:00,resistance,1.092928,1.102698,274,24,weak
79344,2024-03-11 22:15:00,support,1.091363,1.101546,206,24,weak
79357,2024-03-12 01:30:00,support,1.091363,1.101546,207,24,weak
79358,2024-03-12 01:45:00,support,1.091363,1.101546,208,24,weak
79369,2024-03-12 04:30:00,resistance,1.092928,1.102698,275,24,weak
79374,2024-03-12 05:45:00,support,1.091363,1.101546,209,24,weak
79389,2024-03-12 09:30:00,resistance,1.092928,1.102698,276,24,weak
79394,2024-03-12 10:45:00,support,1.081719,1.093627,560,24,weak
79398,2024-03-12 11:45:00,resistance,1.085282,1.095583,436,24,weak
79400,2024-03-12 12:15:00,support,1.081719,1.093627,561,24,weak
79407,2024-03-12 14:00:00,support,1.091189,1.101546,210,24,weak
79437,2024-03-12 21:30:00,resistance,1.092928,1.102698,277,24,weak
79442,2024-03-12 22:45:00,support,1.091189,1.101546,211,24,weak
79449,2024-03-13 00:30:00,resistance,1.092928,1.102698,278,24,weak
79454,2024-03-13 01:45:00,support,1.091189,1.101546,212,24,weak
79464,2024-03-13 04:15:00,support,1.091189,1.101546,213,24,weak
79470,2024-03-13 05:45:00,resistance,1.092928,1.102698,279,24,weak
79473,2024-03-13 06:30:00,support,1.091189,1.101546,214,24,weak
79484,2024-03-13 09:15:00,resistance,1.092928,1.102698,280,24,weak
79486,2024-03-13 09:45:00,support,1.091189,1.101546,215,24,weak
79491,2024-03-13 11:00:00,support,1.091189,1.101546,216,24,weak
79496,2024-03-13 12:15:00,resistance,1.092928,1.102698,281,24,weak
79498,2024-03-13 12:45:00,support,1.091189,1.101546,217,24,weak
79503,2024-03-13 14:00:00,resistance,1.092928,1.102698,282,24,weak
79514,2024-03-13 16:45:00,support,1.091189,1.101546,218,24,weak
79519,2024-03-13 18:00:00,resistance,1.092928,1.102698,283,24,weak
79531,2024-03-13 21:00:00,resistance,1.092928,1.102698,284,24,weak
79549,2024-03-14 01:30:00,support,1.091189,1.101546,219,24,weak
79551,2024-03-14 02:00:00,resistance,1.092928,1.102698,285,24,weak
79561,2024-03-14 04:30:00,support,1.091189,1.101546,220,24,weak
79564,2024-03-14 05:15:00,resistance,1.092928,1.102698,286,24,weak
79572,2024-03-14 07:15:00,resistance,1.092928,1.102698,287,24,weak
79575,2024-03-14 08:00:00,support,1.091189,1.101546,221,24,weak
79581,2024-03-14 09:30:00,resistance,1.092928,1.102698,288,24,weak
79592,2024-03-14 12:15:00,support,1.081719,1.093627,562,24,weak
79593,2024-03-14 12:30:00,support,1.081719,1.093627,563,24,weak
79597,2024-03-14 13:30:00,resistance,1.085282,1.095583,437,24,weak
79601,2024-03-14 14:30:00,support,1.081719,1.093627,564,24,weak
79604,2024-03-14 15:15:00,resistance,1.085282,1.095583,438,24,weak
79609,2024-03-14 16:30:00,support,1.081719,1.093627,565,24,weak
79611,2024-03-14 17:00:00,resistance,1.085282,1.095583,439,24,weak
79617,2024-03-14 18:30:00,support,1.081719,1.093627,566,24,weak
79619,2024-03-14 19:00:00,resistance,1.085282,1.095583,440,24,weak
79637,2024-03-14 23:30:00,support,1.081719,1.093627,567,24,weak
79641,2024-03-15 00:30:00,resistance,1.085282,1.095583,441,24,weak
79650,2024-03-15 02:45:00,support,1.081719,1.093627,568,24,weak
79660,2024-03-15 05:15:00,support,1.081719,1.093627,569,24,weak
79667,2024-03-15 07:00:00,resistance,1.085282,1.095583,442,24,weak
79672,2024-03-15 08:15:00,support,1.081719,1.093627,570,24,weak
79674,2024-03-15 08:45:00,resistance,1.085282,1.095583,443,24,weak
79680,2024-03-15 10:15:00,resistance,1.085282,1.095583,444,24,weak
79681,2024-03-15 10:30:00,support,1.081719,1.093627,571,24,weak
79690,2024-03-15 12:45:00,support,1.081719,1.093627,572,24,weak
79694,2024-03-15 13:45:00,resistance,1.085282,1.095583,445,24,weak
79698,2024-03-15 14:45:00,support,1.081719,1.093627,573,24,weak
79704,2024-03-15 16:15:00,resistance,1.085282,1.095583,446,24,weak
79711,2024-03-17 18:00:00,support,1.081719,1.093627,574,24,weak
79713,2024-03-17 18:30:00,resistance,1.085282,1.095583,447,24,weak
79723,2024-03-17 21:00:00,support,1.081719,1.093627,575,24,weak
79734,2024-03-17 23:45:00,resistance,1.085282,1.095583,448,24,weak
79738,2024-03-18 00:45:00,support,1.081719,1.093627,576,24,weak
79739,2024-03-18 01:00:00,support,1.081719,1.093627,577,24,weak
79744,2024-03-18 02:15:00,support,1.081719,1.093627,578,24,weak
79756,2024-03-18 05:15:00,resistance,1.085282,1.095583,449,24,weak
79765,2024-03-18 07:30:00,support,1.081719,1.093627,579,24,weak
79770,2024-03-18 08:45:00,resistance,1.085282,1.095583,450,24,weak
79788,2024-03-18 13:15:00,support,1.081719,1.093627,580,24,weak
79794,2024-03-18 14:45:00,support,1.081719,1.093627,581,24,weak
79799,2024-03-18 16:00:00,resistance,1.085282,1.095583,451,24,weak
79802,2024-03-18 16:45:00,support,1.081719,1.093627,582,24,weak
79807,2024-03-18 18:00:00,resistance,1.085282,1.095583,452,24,weak
79814,2024-03-18 19:45:00,support,1.081719,1.093627,583,24,weak
79820,2024-03-18 21:15:00,resistance,1.085282,1.095583,453,24,weak
79825,2024-03-18 22:30:00,support,1.081719,1.093627,584,24,weak
79835,2024-03-19 01:00:00,resistance,1.085282,1.095583,454,24,weak
79845,2024-03-19 03:30:00,resistance,1.085282,1.095583,455,24,weak
79858,2024-03-19 06:45:00,support,1.081719,1.093627,585,24,weak
79874,2024-03-19 10:45:00,support,1.081719,1.093627,586,24,weak
79876,2024-03-19 11:15:00,resistance,1.085282,1.095583,456,24,weak
79881,2024-03-19 12:30:00,support,1.081719,1.093627,587,24,weak
79887,2024-03-19 14:00:00,resistance,1.085282,1.095583,457,24,weak
79890,2024-03-19 14:45:00,support,1.081719,1.093627,588,24,weak
79895,2024-03-19 16:00:00,support,1.081719,1.093627,589,24,weak
79903,2024-03-19 18:00:00,resistance,1.085282,1.095583,458,24,weak
79903,2024-03-19 18:00:00,support,1.081719,1.093627,590,24,weak
79908,2024-03-19 19:15:00,resistance,1.085282,1.095583,459,24,weak
79911,2024-03-19 20:00:00,resistance,1.085282,1.095583,460,24,weak
79916,2024-03-19 21:15:00,support,1.081719,1.093627,591,24,weak
79928,2024-03-20 00:15:00,resistance,1.085282,1.095583,461,24,weak
79930,2024-03-20 00:45:00,resistance,1.085282,1.095583,462,24,weak
79939,2024-03-20 03:00:00,support,1.081719,1.093627,592,24,weak
79944,2024-03-20 04:15:00,resistance,1.085282,1.095583,463,24,weak
79955,2024-03-20 07:00:00,support,1.081719,1.093627,593,24,weak
79960,2024-03-20 08:15:00,support,1.081719,1.093627,594,24,weak
79969,2024-03-20 10:30:00,support,1.081719,1.093627,595,24,weak
79994,2024-03-20 16:45:00,resistance,1.085282,1.095583,464,24,weak
80002,2024-03-20 18:45:00,support,1.091189,1.101546,222,24,weak
80013,2024-03-20 21:30:00,support,1.091189,1.101546,223,24,weak
80016,2024-03-20 22:15:00,resistance,1.092928,1.102698,289,24,weak
80020,2024-03-20 23:15:00,support,1.091189,1.101546,224,24,weak
80034,2024-03-21 02:45:00,support,1.091189,1.101546,225,24,weak
80035,2024-03-21 03:00:00,support,1.091189,1.101546,226,24,weak
80039,2024-03-21 04:00:00,resistance,1.092928,1.102698,290,24,weak
80046,2024-03-21 05:45:00,support,1.081719,1.093627,596,24,weak
80052,2024-03-21 07:15:00,resistance,1.085282,1.095583,465,24,weak
80060,2024-03-21 09:15:00,resistance,1.085282,1.095583,466,24,weak
80074,2024-03-21 12:45:00,support,1.081719,1.093627,597,24,weak
80080,2024-03-21 14:15:00,resistance,1.085282,1.095583,467,24,weak
80082,2024-03-21 14:45:00,support,1.081719,1.093627,598,24,weak
80086,2024-03-21 15:45:00,resistance,1.085282,1.095583,468,24,weak
80090,2024-03-21 16:45:00,support,1.081719,1.093627,599,24,weak
80099,2024-03-21 19:00:00,resistance,1.085282,1.095583,469,24,weak
80103,2024-03-21 20:00:00,support,1.081719,1.093627,600,24,weak
80109,2024-03-21 21:30:00,resistance,1.085282,1.095583,470,24,weak
80126,2024-03-22 01:45:00,support,1.081719,1.093627,601,24,weak
80130,2024-03-22 02:45:00,resistance,1.08191,1.091058,248,24,weak
80141,2024-03-22 05:30:00,support,1.077725,1.087553,199,24,weak
80144,2024-03-22 06:15:00,resistance,1.08191,1.091058,249,24,weak
80154,2024-03-22 08:45:00,support,1.077725,1.087553,200,24,weak
80158,2024-03-22 09:45:00,resistance,1.08191,1.091058,250,24,weak
80163,2024-03-22 11:00:00,resistance,1.08191,1.091058,251,24,weak
80184,2024-03-22 16:15:00,support,1.077725,1.087553,201,24,weak
80194,2024-03-24 18:45:00,resistance,1.077069,1.085146,210,24,weak
80195,2024-03-24 19:00:00,support,1.077725,1.087553,202,24,weak
80199,2024-03-24 20:00:00,resistance,1.077069,1.085146,211,24,weak
80207,2024-03-24 22:00:00,support,1.077725,1.087553,203,24,weak
80214,2024-03-24 23:45:00,resistance,1.08191,1.091058,252,24,weak
80220,2024-03-25 01:15:00,support,1.077725,1.087553,204,24,weak
80227,2024-03-25 03:00:00,resistance,1.08191,1.091058,253,24,weak
80236,2024-03-25 05:15:00,resistance,1.08191,1.091058,254,24,weak
80237,2024-03-25 05:30:00,support,1.077725,1.087553,205,24,weak
80247,2024-03-25 08:00:00,support,1.08157,1.093627,602,24,weak
80257,2024-03-25 10:30:00,support,1.08157,1.093627,603,24,weak
80260,2024-03-25 11:15:00,resistance,1.08191,1.091058,255,24,weak
80263,2024-03-25 12:00:00,support,1.08157,1.093627,604,24,weak
80272,2024-03-25 14:15:00,support,1.08157,1.093627,605,24,weak
80284,2024-03-25 17:15:00,resistance,1.08191,1.091058,256,24,weak
80288,2024-03-25 18:15:00,support,1.08157,1.093627,606,24,weak
80291,2024-03-25 19:00:00,resistance,1.08191,1.091058,257,24,weak
80299,2024-03-25 21:00:00,support,1.08157,1.093627,607,24,weak
80304,2024-03-25 22:15:00,resistance,1.08191,1.091058,258,24,weak
80306,2024-03-25 22:45:00,support,1.08157,1.093627,608,24,weak
80309,2024-03-25 23:30:00,resistance,1.08191,1.091058,259,24,weak
80314,2024-03-26 00:45:00,support,1.08157,1.093627,609,24,weak
80327,2024-03-26 04:00:00,resistance,1.085233,1.095583,471,24,weak
80331,2024-03-26 05:00:00,support,1.08157,1.093627,610,24,weak
80341,2024-03-26 07:30:00,resistance,1.085233,1.095583,472,24,weak
80346,2024-03-26 08:45:00,resistance,1.085233,1.095583,473,24,weak
80364,2024-03-26 13:15:00,support,1.08157,1.093627,611,24,weak
80369,2024-03-26 14:30:00,resistance,1.08191,1.091058,260,24,weak
80376,2024-03-26 16:15:00,resistance,1.08191,1.091058,261,24,weak
80379,2024-03-26 17:00:00,support,1.08157,1.093627,612,24,weak
80387,2024-03-26 19:00:00,resistance,1.08191,1.091058,262,24,weak
80392,2024-03-26 20:15:00,resistance,1.08191,1.091058,263,24,weak
80401,2024-03-26 22:30:00,support,1.08157,1.093627,613,24,weak
80414,2024-03-27 01:45:00,resistance,1.08191,1.091058,264,24,weak
80419,2024-03-27 03:00:00,support,1.08157,1.093627,614,24,weak
80424,2024-03-27 04:15:00,resistance,1.08191,1.091058,265,24,weak
80427,2024-03-27 05:00:00,support,1.08157,1.093627,615,24,weak
80432,2024-03-27 06:15:00,resistance,1.08191,1.091058,266,24,weak
80435,2024-03-27 07:00:00,support,1.08157,1.093627,616,24,weak
80436,2024-03-27 07:15:00,support,1.08157,1.093627,617,24,weak
80441,2024-03-27 08:30:00,resistance,1.08191,1.091058,267,24,weak
80443,2024-03-27 09:00:00,support,1.081438,1.093627,618,24,weak
80449,2024-03-27 10:30:00,support,1.077725,1.087553,206,24,weak
80462,2024-03-27 13:45:00,resistance,1.08191,1.091058,268,24,weak
80464,2024-03-27 14:15:00,support,1.081438,1.093627,619,24,weak
80475,2024-03-27 17:00:00,resistance,1.08191,1.091058,269,24,weak
80486,2024-03-27 19:45:00,support,1.077725,1.087553,207,24,weak
80491,2024-03-27 21:00:00,support,1.077725,1.087553,208,24,weak
80492,2024-03-27 21:15:00,support,1.077725,1.087553,209,24,weak
80494,2024-03-27 21:45:00,resistance,1.08191,1.091058,270,24,weak
80501,2024-03-27 23:30:00,resistance,1.08191,1.091058,271,24,weak
80507,2024-03-28 01:00:00,support,1.081438,1.093627,620,24,weak
80508,2024-03-28 01:15:00,resistance,1.08191,1.091058,272,24,weak
80514,2024-03-28 02:45:00,resistance,1.08191,1.091058,273,24,weak
80530,2024-03-28 06:45:00,support,1.0774,1.087553,210,24,weak
80536,2024-03-28 08:15:00,resistance,1.077069,1.085146,212,24,weak
80538,2024-03-28 08:45:00,support,1.0774,1.087553,211,24,weak
80547,2024-03-28 11:00:00,resistance,1.081744,1.091058,274,24,weak
80555,2024-03-28 13:00:00,support,1.0774,1.087553,212,24,weak
80568,2024-03-28 16:15:00,support,1.0774,1.087553,213,24,weak
80579,2024-03-28 19:00:00,resistance,1.077069,1.085146,213,24,weak
80583,2024-03-28 20:00:00,support,1.0774,1.087553,214,24,weak
80584,2024-03-28 20:15:00,resistance,1.077069,1.085146,214,24,weak
80595,2024-03-28 23:00:00,support,1.077338,1.087553,215,24,weak
80599,2024-03-29 00:00:00,resistance,1.077069,1.085146,215,24,weak
80602,2024-03-29 00:45:00,support,1.077338,1.087553,216,24,weak
80603,2024-03-29 01:00:00,support,1.077338,1.087553,217,24,weak
80607,2024-03-29 02:00:00,resistance,1.077069,1.085146,216,24,weak
80608,2024-03-29 02:15:00,support,1.077338,1.087553,218,24,weak
